id;lat;lng;title;reiting;content_text;address;content;cats
2699;59.9868163192507;30.3054875239426;Терминал приема опасных отходов «Экобокс»;5;Опасные отходы, Батарейки, Лампочки;Торжковская ул., 1к2;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash9.png)"" data-tooltip=""""></span></div>";7_8_9
2700;59.9460097833795;30.4117175235565;Терминал приема опасных отходов «Экобокс»;0;Опасные отходы, Батарейки, Лампочки;Санкт-Петербург, Конторская ул., д. 11;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash9.png)"" data-tooltip=""""></span></div>";7_8_9
2701;59.972029359121;30.3225082678757;Терминал приема опасных отходов «Экобокс»;0;Опасные отходы, Батарейки, Лампочки;ул. Профессора Попова, 5А;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash9.png)"" data-tooltip=""""></span></div>";7_8_9
2702;59.9132006958343;30.3422560873108;Бак для старой одежды «Перемолка»;5;Одежда, Иное;Боровая ул., 47А;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
2726;59.8757236772326;30.272103452362;Пункт приёма;0;Металл;ул. Зайцева, 25;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";4
2727;59.9292586560286;30.3520697754631;Приём батареек в магазине «Бункер»;5;Батарейки;Поварской пер., 12;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span></div>";8
2728;59.9890055452763;30.2393405238038;Приём оргтехники и электроники;0;Опасные отходы, Бытовая техника;Санкт-Петербург, Мебельная ул., д. 5, КАС «Петроградец-4» (гаражи), 8-952-225-23-06 (Дмитрий);"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash10.png)"" data-tooltip=""""></span></div>";7_10
2729;59.9850610147678;30.240899928836;Приём оргтехники и электроники;0;Опасные отходы, Бытовая техника;ул. Савушкина, 107к1;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash10.png)"" data-tooltip=""""></span></div>";7_10
2731;59.9847800847774;30.2286299653026;Терминал приема опасных отходов «Экобокс»;0;Батарейки;ул. Савушкина, 110А;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span></div>";8
2732;59.9843311375084;30.2157562209015;Терминал приема опасных отходов «Экобокс»;5.0;Опасные отходы, Батарейки, Лампочки;Яхтенная ул., 1к1;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash9.png)"" data-tooltip=""""></span></div>";7_8_9
2733;59.8928600384982;30.2586349642792;Экодомик;4.5;Бумага, Пластик;Оборонная ул., 22;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash3.png)"" data-tooltip=""""></span></div>";1_3
2736;59.8615898633394;30.1853273281723;Контейнер для ПЭТ-бутылок;0;Пластик;Ленинский пр., 74к2;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash3.png)"" data-tooltip=""""></span></div>";3
2745;60.0798642469058;29.9767399117783;Терминал приема опасных отходов «Экобокс»;0;Батарейки;Санкт-Петербург, Сестрорецк, ул. Емельянова, д.3;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span></div>";8
2746;59.9075083787042;30.3964725128975;Пункт приёма;0;Металл;ул. Книпович, 10;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";4
